f,r,o,m
t,o
51272,206837
206837,205370
120488,127006
190772,190766
190766,190790
182155,182152
182152,12431
12431,21183
21183,182149
182245,182244
103295,103287
144880,144384
144384,144385
383858,383860
120593,128632
125917,119918
119918,125111
125111,197810
197810,195762
239843,237161
237161,239838
239838,239836
239836,237158
237158,239833
50765,49857
274892,274698
274698,274894
260459,265059
69545,69544
209318,206502
326236,347421
338912,338914
50993,51051
51051,50992
50992,51050
51050,50988
142735,142734
142734,140676
361923,361924
256642,256646
18896,18895
18895,19967
259755,264594
368778,369356
369356,368785
143151,143152
260338,264959
93987,93986
203108,203148
187804,187683
36312,36309
190594,190592
105816,105794
93671,93670
110390,8513
8513,110389
218448,211844
41769,41768
41768,41766
41766,41761
41761,41691
284463,284348
82045,205742
205742,27063
19391,19354
19354,19351
338725,338741
338741,338742
79503,79277
50906,204651
157862,157292
109210,108773
108773,103493
19161,20211
298555,298557
247821,247822
197078,197075
184892,184893
117883,117882
320753,304370
358771,359217
22919,22924
283535,283720
320751,304339
304339,320752
320752,304342
216871,209628
175006,187823
306255,306256
306256,320599
320599,320600
320600,306257
306257,320601
182681,182680
219577,212521
212521,219553
153088,152222
152222,298870
298870,294839
112201,112200
112200,112199
37413,37741
103133,103098
306280,320366
272450,272052
252308,380522
380522,380544
380544,379468
379468,380546
380546,379471
306541,323767
71506,72467
357791,358527
142361,142360
48602,48600
75384,381065
337879,9828
337573,337576
103132,103127
103127,103123
267259,266934
266934,267250
267250,266933
179657,183900
236599,239218
380485,379464
379464,380490
80868,80867
247761,201270
201270,201269
127924,49480
348918,348775
218368,211791
211791,211783
40962,41945
41945,40955
40955,40686
40686,41193
233299,172934
172934,173975
175766,175402
362705,360690
153063,152220
152220,153062
153062,153061
153061,152219
213519,213527
173347,173346
271656,271369
162360,162701
106507,106498
106498,10466
10466,106465
106465,106449
188431,188433
188433,188453
188453,188454
364043,153494
275970,275374
322957,305186
305186,305187
77876,77877
77877,126164
242562,242560
177387,177382
259908,259906
259906,264678
264678,264676
119199,126699
106218,77835
134393,134690
247209,247160
247160,247767
247767,247769
247769,247768
247768,247159
247159,247156
346637,346641
346641,346649
346649,348540
348540,346650
346650,348541
348541,346662
346662,346663
359436,350398
350398,350406
350406,359438
134240,134881
134881,134560
134560,134882
134882,134239
47089,322516
279618,279884
279884,279617
279617,279883
279883,279616
279616,279882
27531,27111
349036,349039
349039,349045
213139,209408
326221,326227
326227,325332
275235,275802
275802,275236
275236,275803
275803,275239
34898,33999
33999,34450
34450,33974
33974,32722
32722,31432
296312,296313
281590,281878
383800,257165
257165,337358
337358,346169
209679,216794
216794,209678
209678,209671
93434,275723
144027,140317
213503,209264
209264,206455
97681,48207
48207,49075
75213,381002
158299,85398
212218,219176
307269,322084
248483,248756
248756,248755
248755,248729
248729,248684
33487,34061
176578,93574
176599,177620
177620,176593
176593,177618
177618,176592
259693,264568
275815,275256
275256,275257
395149,395489
384464,384466
295123,298362
268437,268438
252389,79763
79763,252391
252391,79768
79768,79776
79776,79781
79781,296230
296230,297727
77522,77532
77532,77542
260439,265047
213042,213044
31814,34005
82624,82623
82623,82622
82622,82621
203694,203545
203545,203696
203696,203703
299872,295239
295239,298499
298499,295241
295241,298500
188275,188274
383000,382022
60820,6057
6057,6051
140442,18564
185263,185852
185852,180846
118030,118029
82492,205336
205336,81960
81960,206778
134402,134401
134401,134695
134695,134694
134694,134693
42606,42490
42490,42491
18227,178966
102384,106924
144223,144226
115128,242496
242496,115127
291233,291690
214850,210996
37578,38122
49134,50353
50353,48877
48877,50347
32866,126011
126011,216588
216588,209774
361172,361170
361170,361168
218949,218948
145284,144554
144554,144557
275388,275389
275389,275988
255375,255063
322304,172182
172182,324232
324232,37838
380562,379474
268772,402440
104694,378564
240523,237396
284153,284152
383325,383369
167531,112074
78313,78314
78314,78315
279080,280082
280082,279811
279811,280083
32913,54923
54923,32912
32912,32910
196798,196801
70633,69684
69684,69677
346316,346318
177493,177491
177491,177482
42374,42380
140145,140142
29040,29039
29039,29037
32662,32658
190005,191699
246649,246646
154551,49956
49956,49953
242660,115221
115221,242656
349836,358348
1646,1647
1647,1648
1648,1649
141052,141042
141042,135184
135184,141030
141030,135183
135183,141022
141022,140953
55405,54238
54238,57623
173537,98826
6095,6093
322646,79602
79602,93729
93729,94646
103679,108959
395326,395578
94941,93794
362242,350441
350441,362243
42517,42518
266433,273231
273231,266427
45105,45121
255597,255220
259583,264502
380189,380188
27147,199839
119346,127912
172091,172086
172086,172080
95514,95527
216088,216113
216113,209991
209991,209981
209981,216146
216146,209963
94324,93555
93555,278209
180519,186452
54838,54773
239569,237062
236842,236840
176050,85084
187259,187258
187258,187771
74722,74895
398481,298234
298234,297551
297551,127196
127196,127188
376822,376837
41677,41676
41676,41675
299106,295344
295344,295348
153984,152838
172040,172037
252360,97636
255492,255485
255485,380366
38216,37670
377083,377111
376997,377491
236654,82271
201262,201265
201265,201268
81361,80551
80551,80553
5367,5900
402708,402710
49170,49165
49165,49162
80393,80397
179746,179745
177057,177882
177882,176950
236892,238566
114766,114767
184810,181464
217958,217937
217937,217935
217935,217926
232905,233464
233464,233463
191912,193950
360801,360800
360800,362734
362734,360788
360788,362735
273423,273428
260906,261258
119322,128196
128196,119410
119410,126524
18109,19313
19313,178125
178125,177336
177336,178124
358240,350350
350350,358270
358270,350443
101790,102110
102110,272908
395327,395577
180726,186025
186025,186026
82007,82582
252287,252289
145379,143810
134334,134650
74616,74713
120074,128033
275858,275307
291112,291110
101635,101634
101634,101633
101633,101632
101632,101631
167843,40542
40542,40232
51283,205848
205848,207642
207642,51315
51315,207327
207327,205640
38598,38136
38136,38599
38599,38135
38135,38597
38597,38397
45792,47298
47298,47299
47299,46517
46517,47296
47296,46516
172848,174725
187113,187575
58369,58353
140097,140096
9037,17893
17893,9035
295609,295611
295611,295616
298890,153039
153039,294835
294835,18806
18806,19214
265601,2936
2936,265600
265600,108303
108303,265595
265595,108304
108304,265596
116012,116010
393901,393858
49290,49230
176670,177696
177696,177694
177694,176668
323449,324658
106956,106945
40841,41045
41045,42267
246355,273354
178443,177845
19123,20399
20399,19121
5404,5928
5928,5392
5392,5389
192537,50536
50536,191300
191300,50869
50869,192538
192538,49790
59855,59649
59649,60310
259790,259789
259789,264620
264620,264619
248068,248067
119483,129307
129307,215017
215017,119541
119541,125768
79581,94706
94706,94669
94669,93715
93715,94653
286809,286558
27743,28216
249083,249080
237310,240310
240310,237309
143858,143857
201097,201095
283660,283525
283525,283659
49037,49033
284594,284303
173809,9731
214442,120415
120415,129137
129137,211244
287183,286610
116039,116038
116038,115165
104731,106241
106241,106242
181532,184753
320991,320985
320985,320983
320983,320981
35920,35919
54861,58020
154027,154025
154025,152660
152660,152658
82119,81760
81760,82116
376098,376097
376097,376099
376099,376100
376100,376103
278273,278276
278276,278278
278278,70092
70092,60267
60267,60381
144929,144920
7526,7529
250506,250508
250508,250511
250511,153581
24020,23545
395321,395583
153951,152804
30653,30985
30985,177627
26945,27021
27021,27020
139700,139699
98983,99018
99018,154274
154274,99097
99097,99240
99240,99241
234692,235913
184721,181594
181594,11824
11824,184722
45847,46623
46623,156986
216091,210010
101519,101990
101990,101512
350210,350211
141717,141708
186393,8193
8193,186416
154083,152719
68821,68889
37840,37835
207021,207019
207019,207018
139808,144540
144540,139710
139710,144546
237138,239739
259598,261186
294757,299038
390883,288665
50904,204652
144769,139565
139565,144776
144776,139562
139562,144777
144777,139557
139557,144778
144778,139556
139556,144782
144782,144788
7497,7499
103810,106337
106337,103809
103809,103803
103803,109272
28149,28148
28148,28492
28492,28491
140365,140364
140364,140363
140363,140362
140362,140361
140361,140358
283503,283617
283617,332029
101586,102013
192551,192245
192245,49938
49938,192246
245431,245430
70745,69710
162339,162533
40727,71340
273901,274050
274050,273902
273902,299311
299311,274051
114425,114426
114426,114427
114427,114429
88787,87652
284649,284370
10732,10727
10727,9771
9771,10137
260593,265181
33833,33832
33832,33830
173913,173956
89679,89678
233822,233821
163770,167946
167946,209597
209597,209594
209594,216938
338852,338861
366889,273683
273683,366879
380834,382597
380981,75465
69918,394291
49285,189745
189745,49250
376257,333444
273954,273955
392547,392549
5796,5792
382878,382498
323131,323133
206142,206139
298862,294854
102517,107255
281810,281809
104317,110181
110181,110166
112673,275546
275546,112001
110331,104417
218072,218039
181356,184928
359475,350445
350445,359476
164413,164404
164404,164394
164394,164391
178920,184176
42694,41783
79112,79314
28633,28634
220331,220327
300320,305722
338934,336772
336772,338958
142671,142668
55419,55421
40281,40475
31699,58068
58068,171919
249606,249605
249605,249600
249600,249537
307200,324753
324753,322151
322151,324555
324555,307217
307217,324755
324755,322134
322134,324554
179800,179798
179798,179791
260501,265093
291797,291121
109638,185701
109931,104156
104156,109930
109930,104154
104154,104152
104152,109925
377456,378145
37188,37187
275322,275326
205356,206729
41879,49478
49478,41236
36101,36096
71026,69560
27729,392519
172938,173974
249650,249647
304426,304430
304430,323393
323393,304434
304434,323395
346244,346245
237607,237600
212272,219234
294800,298110
401555,401554
79760,79775
33704,173464
173464,32281
32281,33693
173352,390899
384282,163195
325922,278220
278220,325919
105787,105786
298251,298254
298254,298253
298253,297046
297046,252243
252243,298260
298260,298265
384142,86773
86773,86772
160271,160212
299369,299370
69848,69915
237442,240605
260658,265248
394097,394095
196142,195746
358276,360736
157819,157656
9232,17941
402326,402331
357964,357966
215831,210123
210123,215838
215838,210120
237923,237911
237911,237910
93855,93851
365352,365351
365351,365350
365350,365349
289245,289247
107236,102502
102502,107232
107232,102500
369238,376828
376324,298433
298433,376337
75502,75501
54462,54460
119690,129155
134314,134309
395389,395514
3397,49690
49690,49288
323514,306278
143473,145371
145371,143471
252955,253306
337853,337856
215019,210794
234135,234134
234134,234131
234131,234129
83135,83207
103739,109146
109146,109145
109145,103735
115279,114870
321700,321739
321739,203612
203612,203615
398110,398141
304657,322849
5555,6081
103814,109287
170926,162394
181291,184988
157811,157927
285353,285209
128412,128393
50023,49974
49974,49942
49942,50795
50795,50828
255559,397958
397958,397963
397963,397680
397680,397681
187517,393803
154538,154176
69615,69612
32285,182126
182126,182125
182125,172828
172828,337898
337898,362744
362744,362924
362924,162820
162820,163259
163259,115320
115320,218698
218698,142328
142328,142326
142326,164736
164736,164730
164730,164728
164728,164727
164727,164726
164726,164706
164706,158737
158737,27077
27077,6168
6168,6167
6167,161167
161167,234328
234328,29729
29729,29728
29728,29727
29727,29726
29726,30170
30170,29678
29678,5878
5878,187975
187975,187371
187371,5877
5877,187976
187976,187370
187370,5876
5876,187978
187978,187369
187369,5875
5875,187981
187981,187368
187368,5873
5873,187985
187985,187367
187367,275178
275178,275179
244706,244490
244490,298917
298917,299469
144541,139709
139709,144543
87201,86804
377725,377727
305736,323020
323020,323032
5602,2284
2284,199631
376017,203428
348799,348912
46879,46878
184550,30577
253231,253232
204693,206172
28027,28399
28399,28389
242529,242528
299196,295440
63261,68596
298920,294827
192343,192325
49057,49054
400396,400395
400395,400394
194168,213098
213098,209418
349354,349356
349356,349361
349361,349373
297190,295610
336068,336071
336071,336072
336072,335759
377437,378048
378048,378219
190553,190393
190393,189679
364580,364641
347070,347071
306893,323561
323561,307075
8757,12079
244486,244484
244484,236057
236057,244483
400433,400432
400432,400430
400430,400429
77546,77560
218509,211875
322239,324246
324246,322246
247088,239209
239209,236601
236601,247087
247087,239213
260827,260824
260824,265358
265358,265356
144949,142249
142249,144947
113274,114518
49751,50450
50450,50452
50452,49750
49750,50449
50449,49748
49748,48797
48797,49743
49743,50439
50439,49742
49742,50426
50426,49737
100949,100934
321872,324773
324773,379569
191879,191880
80108,80025
80025,29577
29577,29574
396489,346048
18692,18782
18782,18783
18783,18784
18784,18781
376136,368744
368744,376137
376137,22439
22439,41445
7508,7509
8041,18307
93642,93639
93639,94317
94317,93635
111837,112190
254961,255495
377899,203605
6089,6040
49654,49572
41481,41473
94829,93752
199786,242266
242266,197314
197314,242264
242264,212713
212713,212710
212710,212706
212706,212704
212704,212694
212694,219913
187900,187335
187335,187903
359280,359548
159612,158205
158205,159352
216842,216845
216845,216841
216841,209645
40362,52472
52472,111751
63027,63032
38149,397655
212477,212476
212476,212472
212472,219483
46675,46674
76698,76699
218523,211862
211862,218457
